chr	start	end	mean_meth_FB	mean_cov_FB	nCpG_FB	name	mean_meth_WB	mean_cov_WB	nCpG_WB	delta	direction	overlapping_gene_NCBI_ID	overlapping_gene_NCBI_symbol	gene description
NC_133196.1	13614172	13614515	0.332016309	13.14666667	142	cgi9520	0.293686334	22.56527778	60	0.038329976	No change	436835		
NC_133190.1	30203618	30203894	0.001653439	13.78095238	105	cgi6926	0.039895618	69.63461539	52	-0.038242179	No change	30463;141377857		
NC_133176.1	490057	490290	0.91628866	11.98484848	127	cgi47	0.878077527	47.575	40	0.038211133	No change	564309		
NC_133190.1	478652	478937	0.93377704	23.96969697	132	cgi6767	0.971874408	82.85681818	41	-0.038097368	No change	100334955		
NC_133176.1	49519726	49520024	0.427818552	10.45573828	190	cgi332	0.465900167	14	22	-0.038081615	No change	no_gene		
NC_133185.1	27373559	27373814	0.833169678	19.96031746	126	cgi4864	0.871219531	44.79861111	78	-0.038049853	No change	100002407		
NC_133180.1	78656210	78656661	0.001513207	12.16097561	173	cgi2554	0.039515392	23.02651515	21	-0.038002185	No change	30071		
NC_133178.1	34231415	34231707	0.928550144	13.47301587	178	cgi1448	0.9664903	10.33333333	25	-0.037940156	No change	564883		
NC_133183.1	64233489	64233704	0.856574796	13.69715507	150	cgi4188	0.894415214	81.70027264	127	-0.037840418	No change	335307		
NC_133186.1	367955	368351	0.007282793	15.59433962	318	cgi5078	0.045074464	71.7428356	141	-0.037791671	No change	793309		
NC_133187.1	300744	301073	0.893065959	16.66832858	160	cgi5477	0.930853477	36.75	32	-0.037787518	No change	100331725		
NC_133196.1	50128655	50129103	0.958140371	23.45714286	210	cgi9726	0.920363542	55.90952381	81	0.037776829	No change	327175		
NC_133183.1	30242981	30243231	0.016130506	19.7	150	cgi3991	0.053900434	131.452381	75	-0.037769928	No change	101887017		
NC_133180.1	65851	67624	0.913150703	15.69420813	736	cgi2068	0.950856254	36.22222222	28	-0.037705551	No change	141385718		
NC_133192.1	23060580	23060921	0.000595238	13	210	cgi7757	0.038192445	51.04166667	23	-0.037597207	No change	402893		
NC_133178.1	62584672	62584928	0.81024155	15.54736842	95	cgi1560	0.847835202	34.33333333	24	-0.037593651	No change	100535848		
NC_133199.1	44751149	44751392	0.435930624	10.65087719	110	cgi10803	0.473510467	16.125	20	-0.037579844	No change	566868		
NC_133189.1	50085953	50086412	0	10.53225806	186	cgi6623	0.037432195	97.8125	28	-0.037432195	No change	405810		
NC_133184.1	53426602	53427268	0.005592755	10.0338983	354	cgi4513	0.042997687	103.9272487	102	-0.037404932	No change	100333618;58042		
NC_133178.1	14474274	14474802	0.881278797	10.375	182	cgi1268	0.843901682	63.65609244	139	0.037377116	No change	137490042;100002812		
NC_133186.1	3946182	3946535	0.177529454	14.30107527	186	cgi5123	0.214893715	22.15277778	51	-0.037364262	No change	565366;30480		
NC_133181.1	24501233	24501526	0.895560806	10.50447175	130	cgi2869	0.93285196	72.34375	32	-0.037291153	No change	no_gene		
NC_133188.1	10691706	10693049	0.007348163	13.45	440	cgi5934	0.044636553	45.47226868	85	-0.03728839	No change	30635		
NC_133194.1	51526296	51526606	0.912446917	27.66666667	156	cgi8851	0.949688398	101.6458333	48	-0.03724148	No change	100333633		
NC_133185.1	4285221	4285437	0.635736431	10.52941176	102	cgi4748	0.672972973	56.41666667	24	-0.037236542	No change	100331958		
NC_133197.1	461633	461860	0.944678508	11.99242424	122	cgi9767	0.981908757	113.1875	32	-0.037230249	No change	560426		
NC_133189.1	488417	489366	0.940906711	24.19444444	396	cgi6273	0.978118896	22.00986842	79	-0.037212185	No change	101882648		
NC_133182.1	796215	796419	0.940413969	14.51507936	89	cgi3121	0.977606578	40.07142857	28	-0.037192608	No change	560420;100333928		
NC_133176.1	55150331	55150555	0.204063541	12.26	150	cgi383	0.167107246	118.9914773	82	0.036956295	No change	791454		
NC_133181.1	35216892	35217172	0.00601016	16	180	cgi2901	0.042891102	73.36111111	36	-0.036880942	No change	137495884		
NC_133191.1	35962294	35962534	0.039837157	13.48717949	156	cgi7354	0.07671249	22.640625	51	-0.036875332	No change	796276		
NC_133192.1	59503329	59504353	0.355667901	25.43529412	510	cgi8007	0.318797319	64.01646581	182	0.036870581	No change	100334361;402848		
NC_133182.1	3654416	3654638	0.817097308	10.03211501	105	cgi3159	0.853964568	102.1176471	68	-0.03686726	No change	494050		
NC_133182.1	35625457	35625762	0.049557114	15.703125	192	cgi3441	0.086367339	95.765625	64	-0.036810225	No change	474317;110439935		
NC_133182.1	65369514	65370010	0.000405644	21.51851852	216	cgi3591	0.03721552	41.66666667	24	-0.036809876	No change	563901		
NC_133188.1	56517389	56517628	0.879482479	23.64814815	162	cgi6231	0.916285894	66.59523809	84	-0.036803415	No change	406553		
NC_133184.1	2605357	2606607	0.008473247	15.38194445	576	cgi4255	0.045209091	94.79638044	193	-0.036735844	No change	405896;103911600		
NC_133195.1	51024091	51024375	0.663948386	16.315	145	cgi9211	0.700597098	41.5	36	-0.036648712	No change	566838		
NC_133196.1	15093031	15093235	0.126189864	12.30555556	108	cgi9531	0.089564322	62.61363636	44	0.036625542	No change	141379822		
NC_133185.1	705648	706468	0.821106832	16.66646594	312	cgi4691	0.784579855	73.25401786	107	0.036526976	No change	101883852		
NC_133176.1	62888422	62889262	0.912086505	12.01585152	459	cgi510	0.948602925	73.25023228	169	-0.03651642	No change	402928		
NC_133191.1	59682121	59682723	0.000870647	11.13432836	402	cgi7539	0.037386976	87.39020833	305	-0.036516329	No change	550389		
NC_133197.1	239176	239586	0.853990124	20.51352657	275	cgi9742	0.89046109	61.81896552	116	-0.036470965	No change	393552		
NC_133197.1	511003	511230	0.896125006	18.75641026	156	cgi9774	0.932587554	83.79615385	49	-0.036462548	No change	402922		
NC_133191.1	59527735	59528063	0.889877984	19.8327957	185	cgi7528	0.926339947	80.22727273	44	-0.036461963	No change	798528		
NC_133193.1	52353853	52354241	0.931644694	16.21173308	201	cgi8315	0.968105424	18.93939394	33	-0.03646073	No change	559014		
NC_133186.1	44896544	44896750	0.930690216	10.09259259	108	cgi5373	0.894295918	107.5583333	47	0.036394299	No change	568371		
NC_133183.1	5182218	5182891	0.003948926	11.48539745	411	cgi3796	0.040300412	17.55864915	119	-0.036351486	No change	567890;100537719		
NC_133198.1	266321	266695	0.831373235	25.98717949	156	cgi10137	0.867637522	49.85	20	-0.036264287	No change	100001805;101885863		
NC_133194.1	7910309	7910615	0.938645256	11.11805556	130	cgi8602	0.902480755	95.35	20	0.036164501	No change	100004582		
NC_133183.1	26686750	26687598	9.51E-05	14.59360731	438	cgi3953	0.036232563	106.2361111	45	-0.036137434	No change	798517		
NC_133178.1	57026271	57026478	0.923339893	11.84057971	138	cgi1539	0.95947075	92.25	24	-0.036130857	No change	492762		
NC_133182.1	72090669	72090974	0.846961513	14.74712644	174	cgi3612	0.883063717	83.5375	160	-0.036102205	No change	100036549		
NC_133180.1	74209294	74209578	0.938920643	10.68571428	105	cgi2495	0.902853383	21.75	21	0.03606726	No change	100334158		
NC_133185.1	657320	657547	0.911519167	21.26984127	126	cgi4689	0.947563543	77.37425594	51	-0.036044376	No change	100124596		
NC_133193.1	131140	131354	0.907439042	18.81746032	126	cgi8022	0.943401959	20.54545454	44	-0.035962917	No change	110438116		
NC_133183.1	27319270	27319778	0.002630242	18.69444444	252	cgi3960	0.038481104	59.95238096	60	-0.035850861	No change	100141342		
NC_133182.1	32645721	32648033	0.008474718	21.55719921	1014	cgi3420	0.044318095	35.24597701	102	-0.035843377	No change	402919;559036		
NC_133180.1	1287299	1287534	0.003716298	24.56770833	192	cgi2101	0.039461882	71.75166667	99	-0.035745585	No change	110439798		
NC_133178.1	55760374	55760583	0.944126748	13.87847222	95	cgi1533	0.97972415	126.5714286	28	-0.035597402	No change	570531		
NC_133186.1	20628303	20629991	0.930547162	16.7467125	714	cgi5221	0.966137174	59.59965729	89	-0.035590011	No change	no_gene		
NC_133192.1	55612307	55612519	0.891396981	15.23684211	114	cgi7925	0.926980202	101.0333333	60	-0.03558322	No change	no_gene		
NC_133178.1	38824772	38824999	0.859613319	13.50877193	114	cgi1470	0.82404128	44.96428571	28	0.035572039	No change	560875		
NC_133178.1	21777143	21777444	0.004599003	10.13230769	154	cgi1335	0.040140076	23.51190476	54	-0.035541073	No change	557716		
NC_133184.1	32569878	32570257	0.007273958	10.34615385	153	cgi4408	0.042727719	72.80357142	56	-0.035453761	No change	791191;101887159		
NC_133183.1	12261008	12261341	0.769636303	12.04392447	173	cgi3853	0.734240421	55.25358852	68	0.035395881	No change	100004683		
NC_133181.1	201857	202529	0.935566552	20.75925926	432	cgi2695	0.970947754	72.48116883	68	-0.035381202	No change	100003679		
NC_133194.1	47188891	47189134	0.924554302	13.56823672	143	cgi8804	0.959876944	58.51190476	72	-0.035322643	No change	572419		
NC_133177.1	54596800	54597899	0.803065697	10.07454373	381	cgi994	0.767758004	37.77344498	73	0.035307693	No change	565790		
NC_133195.1	12453764	12454029	0.884818172	16.60144928	143	cgi8974	0.920098367	82.3309659	59	-0.035280195	No change	no_gene		
NC_133185.1	27399186	27399498	0.928123874	12.48295455	140	cgi4866	0.963396015	108.2083333	48	-0.03527214	No change	564384		
NC_133176.1	21784524	21784945	0	10.67302956	172	cgi214	0.035243651	94.55	20	-0.035243651	No change	100317129		
NC_133195.1	45963778	45964068	0.943640853	12.89492754	143	cgi9155	0.978767067	32.88506082	76	-0.035126214	No change	557061		
NC_133181.1	506356	507242	0.002415349	21.85021097	474	cgi2713	0.037522059	83.70833333	120	-0.03510671	No change	569855		
NC_133182.1	35146545	35146846	0.001956048	12.47101449	138	cgi3439	0.037061948	75.41354167	65	-0.0351059	No change	561989		
NC_133192.1	19389602	19389932	0	13.07142857	145	cgi7728	0.035046993	78.79166667	43	-0.035046993	No change	100093707		
NC_133176.1	6856464	6856859	0.00756324	13.66666667	174	cgi101	0.04259321	82.30882353	68	-0.03502997	No change	406206		
NC_133182.1	5698759	5699145	0.008361273	21.92528736	171	cgi3180	0.043372501	30.60227273	29	-0.035011228	No change	137496131		
NC_133178.1	67382678	67382993	0.929333515	16.11805556	144	cgi1610	0.894336546	73.953125	64	0.034996968	No change	768176		
NC_133193.1	47560998	47561953	0.797389857	23.81804867	508	cgi8273	0.832362672	33.63183666	137	-0.034972815	No change	141378670;568925		
NC_133199.1	10114216	10114421	0.911913072	13.8589372	110	cgi10596	0.876962466	47.41666667	24	0.034950606	No change	563089		
NC_133177.1	867982	868400	0.013668513	11.7601626	246	cgi651	0.048595684	84.9375	48	-0.034927171	No change	100141333;407681		
NC_133198.1	36032444	36032648	0.87835416	11.95238095	126	cgi10344	0.84346803	166.9285714	28	0.03488613	No change	561285		
NC_133195.1	58544726	58545227	0.876811565	12.43462268	281	cgi9319	0.911682179	68.46651194	113	-0.034870614	No change	405898		
NC_133190.1	24770035	24770742	0.237762984	14.46111111	360	cgi6889	0.272602765	84.75498576	113	-0.034839781	No change	100005599		
NC_133194.1	2322183	2322596	0.001390364	10.53097174	251	cgi8535	0.0362274	187.4821429	56	-0.034837036	No change	792465		
NC_133193.1	47672581	47672801	0.920474356	15.19791667	96	cgi8277	0.955296727	58.31547619	43	-0.03482237	No change	797513		
NC_133178.1	24845221	24845876	0.001866642	14.27891157	294	cgi1385	0.036680383	141.125	32	-0.03481374	No change	137490006;100037333		
NC_133198.1	4088284	4088538	0.931600543	18.25833333	120	cgi10180	0.966261006	135.3571429	28	-0.034660463	No change	101882042		
NC_133179.1	35741968	35743186	0.920392873	28.87951807	498	cgi1902	0.955024356	138.0779323	144	-0.034631483	No change	108183284		
NC_133193.1	54036481	54036798	0.011756701	30.5	180	cgi8344	0.046303024	61.27772818	79	-0.034546323	No change	101885477		
NC_133187.1	1262595	1262805	0.001558957	16.85714286	126	cgi5504	0.036091643	25.07142857	35	-0.034532686	No change	101885454		
NC_133181.1	8468233	8468695	0.000156348	20.74796748	246	cgi2801	0.034609788	11.44444444	26	-0.034453441	No change	368737		
NC_133188.1	249032	249540	0.690022084	18.91666667	312	cgi5848	0.655610906	81.13090996	96	0.034411178	No change	497398		
NC_133182.1	29973084	29973358	0.010849732	10.29180602	153	cgi3407	0.045125189	58.59242424	96	-0.034275457	No change	30151		
NC_133198.1	26050089	26050384	0.355933048	18.28666667	150	cgi10267	0.390173788	110.25	36	-0.03424074	No change	569122		
NC_133190.1	51735202	51735445	0.943969349	10.03059988	146	cgi7127	0.909745324	57.82163743	75	0.034224025	No change	101883340		
NC_133181.1	63311387	63311691	0.016822929	23.26785714	168	cgi3103	0.05094345	70.13157895	76	-0.034120521	No change	569207		
NC_133197.1	719558	720494	0.942152221	17.02631579	456	cgi9793	0.976167466	90.16176471	68	-0.034015244	No change	567161		
NC_133193.1	53831378	53831819	0.002611698	19.12015504	258	cgi8331	0.036530833	18.72009804	50	-0.033919136	No change	553603;568566		
NC_133182.1	79701694	79702324	0.028960282	23.41230792	287	cgi3674	0.062673611	12.1712963	23	-0.033713329	No change	569982;100148591		
NC_133197.1	18267730	18267931	0.220823982	17.11458333	96	cgi10003	0.187209923	19.42222222	32	0.03361406	No change	no_gene		
NC_133200.1	37821	38029	0.847652391	11.29978214	103	cgi10846	0.881217501	19	20	-0.03356511	No change	447865		
NC_133185.1	4303215	4303467	0.578078085	10.125	109	cgi4751	0.611556525	27.78333333	27	-0.03347844	No change	100331958		
NC_133182.1	34022438	34023928	0.008246522	15.7968254	630	cgi3431	0.041702722	52.22831299	136	-0.0334562	No change	100170817		
NC_133197.1	19972972	19973226	0.257137937	14.36666667	150	cgi10015	0.290506857	100.1944444	36	-0.03336892	No change	553700		
NC_133177.1	839401	841055	0.011899564	14.51580544	785	cgi650	0.045245796	48.23045462	117	-0.033346231	No change	100141333;141377579;100148408		
NC_133187.1	608285	608601	0.895416649	12.96837945	137	cgi5484	0.862074564	25.0673077	47	0.033342085	No change	100008592		
NC_133194.1	480968	481171	0.895266329	14.44563492	125	cgi8486	0.862026988	25.625	40	0.033239341	No change	406615		
NC_133180.1	47157775	47158444	0.155434083	12.31914894	282	cgi2394	0.188665734	46.46474359	51	-0.033231651	No change	558477		
NC_133194.1	21718570	21718782	0.083108196	11.5942029	138	cgi8668	0.11627474	72.125	24	-0.033166544	No change	100535067		
NC_133180.1	54054531	54054755	0.697300556	15.13157895	114	cgi2413	0.730464969	49.95833333	41	-0.033164412	No change	393390		
NC_133184.1	182101	182389	0.902900831	24.72	150	cgi4210	0.936025753	73.35037878	78	-0.033124922	No change	378454;404626		
NC_133197.1	3767862	3768144	0.283618089	16.66666667	126	cgi9838	0.250554635	101.7307692	52	0.033063454	No change	140820		
NC_133181.1	455301	456753	0.927739225	10.99089368	642	cgi2710	0.960801051	90.57161748	147	-0.033061826	No change	570828		
NC_133192.1	59235886	59236105	0.901882662	12.13939394	118	cgi7991	0.9349115	93.30419583	48	-0.033028838	No change	141378393;141378397		
NC_133184.1	2002347	2002935	0.026677998	11.67592593	324	cgi4245	0.059676559	102.0531433	75	-0.032998561	No change	30479		
NC_133190.1	1690532	1691218	0.001084054	13.18817204	372	cgi6779	0.034038088	59.40277778	30	-0.032954034	No change	767640;541444		
NC_133188.1	33862	34724	0.91617297	23.38756973	401	cgi5830	0.949039949	92.29879385	219	-0.032866979	No change	100334703		
NC_133178.1	18390323	18390734	0.006461381	10.10704607	251	cgi1312	0.039322099	103.09375	32	-0.032860718	No change	100073335		
NC_133191.1	58281685	58283504	0.013913368	11.09152216	1038	cgi7493	0.046722472	108.3773585	208	-0.032809104	No change	557384		
NC_133177.1	57773839	57774790	0.936636623	11.02188578	353	cgi1008	0.969384981	69.20625	38	-0.032748358	No change	101884972		
NC_133181.1	40975001	40975507	0.007140242	13.54504505	222	cgi2926	0.039812893	60.98076923	40	-0.032672651	No change	799124;566922		
NC_133177.1	110425	110827	0.919418198	19.51075269	186	cgi627	0.952046224	72.63392857	58	-0.032628027	No change	100009644		
NC_133200.1	33874	34222	0.903345527	18.22727273	198	cgi10845	0.935959424	71.66666667	72	-0.032613897	No change	447865		
NC_133200.1	37627211	37627597	0.003043313	12.80308123	209	cgi11148	0.035640353	106.8571429	28	-0.03259704	No change	570618		
NC_133191.1	615720	616353	0.006626547	11.68965517	311	cgi7156	0.039219366	126.114671	176	-0.032592819	No change	394032		
NC_133181.1	34609688	34610748	0.004083498	13.86261261	444	cgi2898	0.036662583	75.96304778	242	-0.032579086	No change	107988039;30548		
NC_133188.1	32062945	32063386	0.001532674	12.70952381	210	cgi6039	0.03408292	62.00681818	82	-0.032550247	No change	324845;555251		
NC_133195.1	58270278	58271089	0.93772598	15.29055068	389	cgi9307	0.970253629	57.80238095	78	-0.032527649	No change	555839		
NC_133194.1	6722129	6722603	0.902236967	10.68879508	227	cgi8591	0.934764233	41.34375	64	-0.032527266	No change	100331381		
NC_133193.1	54174577	54175607	0.000771331	23.98781646	479	cgi8365	0.033161598	21.7875	31	-0.032390267	No change	436620;324556		
NC_133180.1	78674068	78674418	0.028506562	20.46494253	179	cgi2556	0.060802361	55.19791667	28	-0.032295798	No change	556870		
NC_133185.1	39922461	39922837	0.009695789	17.12365591	186	cgi4952	0.04196069	74.45883837	41	-0.032264901	No change	100005765		
NC_133184.1	50367609	50367895	0.583676555	11.04938272	162	cgi4492	0.615931373	15.63333333	30	-0.032254818	No change	568184		
NC_133198.1	2612992	2613260	0.00415337	13.39583333	144	cgi10168	0.036183575	56.42105263	52	-0.032030205	No change	no_gene		
NC_133192.1	8533243	8533590	0.891861458	10.34692029	141	cgi7657	0.923888791	30.2	29	-0.032027333	No change	100150246		
NC_133185.1	7575959	7576342	0.227135526	13.67619048	210	cgi4784	0.259155664	81.29876161	72	-0.032020138	No change	559329		
NC_133198.1	3420321	3422078	0.013602436	11.81511913	852	cgi10175	0.045599906	38.30482517	95	-0.03199747	No change	30210		
NC_133179.1	9903331	9903849	0.947188874	12.69858059	234	cgi1786	0.97912715	39.70833333	54	-0.031938276	No change	555715		
NC_133177.1	62902526	62902825	0.911049073	16.0936508	178	cgi1079	0.942986731	41.93526786	79	-0.031937658	No change	100334269		
NC_133180.1	78672102	78672553	0.043655755	16.08518519	270	cgi2555	0.075557556	31.77426521	63	-0.031901801	No change	556870		
NC_133186.1	47839667	47839893	0.001207729	23.15217391	138	cgi5445	0.033086651	21.11904762	26	-0.031878921	No change	no_gene		
NC_133198.1	43849737	43850384	0.937804295	11.90318171	325	cgi10401	0.96967438	19.29217657	82	-0.031870084	No change	334065		
NC_133176.1	411092	411530	0.917786623	16.74796748	246	cgi43	0.949617554	14.95552885	49	-0.031830931	No change	282670		
